,precision,recall,f1-score,support
4616,0.0,0.0,0.0,0.0
4641,0.0,0.0,0.0,0.0
4693,0.0,0.0,0.0,0.0
4772,0.0,0.0,0.0,0.0
4773,0.0,0.0,0.0,0.0
4842,0.0,0.0,0.0,0.0
4864,0.0,0.0,0.0,0.0
4918,0.0,0.0,0.0,0.0
4933,0.0,0.0,0.0,0.0
5002,0.0,0.0,0.0,0.0
5032,0.0,0.0,0.0,0.0
5037,0.0,0.0,0.0,0.0
5143,0.0,0.0,0.0,0.0
5167,0.0,0.0,0.0,0.0
5176,0.0,0.0,0.0,0.0
5179,0.0,0.0,0.0,0.0
5231,0.0,0.0,0.0,0.0
5236,0.0,0.0,0.0,0.0
5244,0.0,0.0,0.0,0.0
5252,0.0,0.0,0.0,0.0
